,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,gender
263,N,Y,1,157500,Working,Higher education,Single / not married,With parents,Secretaries,2,29,1,1,0,F
264,N,Y,1,112500,State servant,Incomplete higher,Married,House / apartment,Accountants,3,40,12,1,1,F
265,N,N,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,1,F
266,Y,Y,1,180000,Working,Higher education,Separated,House / apartment,Managers,2,52,16,1,0,F
267,Y,Y,0,157500,Working,Higher education,Single / not married,House / apartment,Core staff,1,28,1,1,1,F
268,N,N,0,135000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,49,0,1,1,F
269,N,N,1,139050,Pensioner,Secondary / secondary special,Married,Municipal apartment,Not identified,3,58,0,0,0,F
270,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,68,21,1,0,F
271,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,38,2,1,1,F
272,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,56,0,0,0,F
273,N,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,4,28,6,1,1,F
274,Y,Y,1,265500,Working,Higher education,Married,With parents,Accountants,3,31,6,1,1,F
275,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,39,1,1,0,F
276,Y,Y,0,315000,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,39,5,1,0,F
277,Y,Y,0,157500,Working,Higher education,Married,House / apartment,Sales staff,2,33,2,1,0,F
278,N,N,0,103500,Pensioner,Higher education,Married,House / apartment,Not identified,2,60,0,0,1,F
279,N,Y,0,54000,Working,Secondary / secondary special,Separated,House / apartment,Cooking staff,1,32,3,1,0,F
280,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,48,6,1,1,F
281,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,46,3,1,0,F
282,N,Y,0,225000,State servant,Higher education,Married,House / apartment,Not identified,2,53,6,1,1,F
283,N,Y,0,292500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,62,0,0,1,F
284,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,14,1,0,F
285,Y,Y,2,67500,State servant,Higher education,Married,House / apartment,Core staff,4,33,10,1,1,F
286,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,Not identified,2,36,0,1,0,F
287,N,N,2,180000,State servant,Higher education,Married,House / apartment,Core staff,4,31,7,1,1,F
288,Y,Y,2,90000,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff,4,35,12,1,0,F
289,N,Y,1,180000,Working,Higher education,Married,House / apartment,Sales staff,3,33,2,1,1,F
290,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,34,1,1,1,F
291,Y,Y,1,202500,State servant,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,3,34,1,1,1,F
292,N,Y,0,135000,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,2,31,8,1,1,F
293,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,52,19,1,0,F
294,N,Y,0,47790,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,56,0,0,1,F
295,N,N,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,62,0,0,1,F
296,N,N,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,Laborers,2,55,3,1,0,F
297,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,63,6,1,1,F
298,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,Core staff,3,32,2,1,1,F
299,N,Y,0,180000,Working,Lower secondary,Widow,House / apartment,Cleaning staff,1,47,6,1,1,F
300,N,Y,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,27,6,1,1,F
301,Y,Y,0,81000,Pensioner,Higher education,Married,House / apartment,Not identified,2,56,0,0,0,F
302,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,Private service staff,2,50,30,1,0,F
303,N,N,3,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,5,31,7,1,1,F
304,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,67,0,0,1,F
305,N,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,66,0,0,0,F
306,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,64,0,0,1,F
307,N,Y,0,112500,State servant,Lower secondary,Married,House / apartment,Laborers,2,55,7,1,0,F
308,N,Y,0,270000,Working,Higher education,Married,House / apartment,Not identified,2,48,0,1,1,F
309,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,2,32,6,1,0,F
310,Y,Y,4,112500,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,6,38,11,1,1,F
311,N,Y,0,112500,State servant,Higher education,Married,House / apartment,Core staff,2,37,17,1,0,F
312,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,40,7,1,0,F
313,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,39,7,1,1,F
314,N,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,0,F
315,Y,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,47,8,1,1,F
316,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,Managers,2,52,4,1,0,F
317,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,3,26,3,1,1,F
318,N,Y,0,148500,Working,Higher education,Married,House / apartment,Core staff,2,49,2,1,0,F
319,Y,N,0,315000,Working,Higher education,Married,House / apartment,Not identified,2,44,13,1,0,F
320,N,Y,0,126000,Commercial associate,Higher education,Separated,House / apartment,Managers,1,45,8,1,0,F
321,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,37,8,1,0,F
322,Y,Y,0,90000,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,1,49,0,1,0,F
323,N,Y,0,247500,Working,Higher education,Married,House / apartment,Core staff,2,39,9,1,0,F
324,N,Y,0,139500,State servant,Higher education,Married,House / apartment,Managers,2,49,23,1,0,F
325,N,Y,0,540000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Not identified,1,58,0,1,0,F
326,N,Y,0,112500,Commercial associate,Incomplete higher,Single / not married,House / apartment,Not identified,1,29,0,1,1,F
327,N,Y,0,117000,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,48,25,1,1,F
328,N,Y,0,225000,Working,Higher education,Married,House / apartment,Core staff,2,48,21,1,0,F
329,N,N,0,135000,Working,Secondary / secondary special,Widow,House / apartment,Laborers,1,44,1,1,1,F
330,N,N,0,81000,Pensioner,Higher education,Single / not married,House / apartment,Not identified,1,64,0,0,0,F
331,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,31,5,1,1,F
332,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,39,12,1,0,F
333,Y,Y,0,135000,Working,Incomplete higher,Civil marriage,House / apartment,Laborers,2,30,8,1,1,F
334,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,27,3,1,1,F
335,N,Y,0,585000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,52,5,1,0,F
336,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,0,F
337,N,N,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,60,0,0,0,F
338,N,Y,0,382500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Managers,1,46,14,1,1,F
339,N,N,1,211500,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,48,3,1,1,F
340,N,Y,1,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,3,36,4,1,1,F
341,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,53,8,1,0,F
342,N,N,0,45000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,49,7,1,1,F
343,Y,N,0,108000,Working,Secondary / secondary special,Married,With parents,Not identified,2,34,8,1,1,F
344,N,Y,1,180000,Working,Higher education,Married,House / apartment,Managers,3,53,9,1,1,F
345,N,N,2,247500,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,3,36,2,1,0,F
346,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,51,5,1,0,F
347,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,55,7,1,1,F
348,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,3,41,0,1,1,F
349,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,3,44,9,1,1,F
350,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,0,F
351,N,Y,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,65,0,0,0,F
352,N,Y,2,157500,State servant,Higher education,Married,House / apartment,Core staff,4,43,3,1,0,F
353,N,N,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,38,6,1,0,F
354,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,27,2,1,0,F
355,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,48,0,0,0,F
356,N,N,1,180000,Working,Higher education,Single / not married,House / apartment,Sales staff,2,35,3,1,1,F
357,N,N,0,157500,Working,Lower secondary,Married,House / apartment,Laborers,2,38,0,1,1,F
358,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,35,8,1,0,F
359,N,Y,0,67500,Pensioner,Higher education,Married,House / apartment,Not identified,2,61,0,0,1,F
360,N,N,0,202500,State servant,Higher education,Married,With parents,Core staff,2,40,3,1,0,F
361,N,Y,0,112500,State servant,Higher education,Married,House / apartment,Core staff,2,38,10,1,0,F
362,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,53,18,1,1,F
363,N,N,0,117000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,1,48,2,1,1,F
364,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,Not identified,1,40,0,1,0,F
365,N,Y,1,247500,Working,Secondary / secondary special,Married,House / apartment,Managers,3,44,6,1,1,F
366,N,Y,0,45000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,67,0,0,0,F
367,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,3,35,16,1,0,F
368,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,60,0,0,0,F
369,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,41,16,1,1,F
370,N,Y,2,90000,Working,Higher education,Married,House / apartment,Drivers,4,33,12,1,1,F
371,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,47,4,1,0,F
372,N,N,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,3,34,7,1,0,F
373,N,Y,0,58500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,60,0,0,1,F
374,N,Y,0,247500,Working,Secondary / secondary special,Widow,House / apartment,Cooking staff,1,55,7,1,1,F
375,N,N,0,67500,Commercial associate,Higher education,Separated,House / apartment,Core staff,1,52,1,1,0,F
376,N,Y,0,126000,Working,Higher education,Single / not married,House / apartment,Not identified,1,60,21,1,1,F
377,N,Y,1,103500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,32,1,1,1,F
378,N,Y,1,198000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,3,51,0,0,0,F
379,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,Sales staff,4,39,8,1,1,F
380,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,45,26,1,0,F
381,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,32,5,1,0,F
382,Y,Y,1,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,2,30,3,1,1,F
383,Y,Y,0,162000,Pensioner,Higher education,Married,House / apartment,Not identified,2,66,0,0,1,F
384,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,48,0,0,0,F
385,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,Not identified,4,42,11,1,0,F
386,Y,N,0,180000,State servant,Secondary / secondary special,Married,Municipal apartment,Core staff,2,60,10,1,1,F
387,N,N,0,315000,Commercial associate,Higher education,Civil marriage,House / apartment,Not identified,2,29,0,1,0,F
388,N,Y,0,72000,Pensioner,Secondary / secondary special,Separated,House / apartment,Not identified,1,63,0,0,0,F
389,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,41,0,1,0,F
390,N,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,40,0,1,0,F
391,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,38,7,1,0,F
392,N,Y,0,180000,Working,Lower secondary,Widow,House / apartment,Cleaning staff,1,47,6,1,0,F
393,N,Y,1,193500,State servant,Higher education,Civil marriage,House / apartment,Managers,3,36,2,1,1,F
394,N,N,0,157500,Working,Higher education,Single / not married,House / apartment,Sales staff,1,46,2,1,0,F
395,N,N,0,139500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,24,1,1,0,F
396,N,Y,0,103500,Commercial associate,Higher education,Married,House / apartment,Cleaning staff,2,52,2,1,1,F
397,N,Y,0,135000,State servant,Incomplete higher,Single / not married,With parents,Not identified,1,28,5,1,1,F
398,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,4,40,4,1,0,F
399,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,4,27,2,1,1,F
400,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,Not identified,1,53,9,1,1,F
401,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,65,0,0,0,F
402,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,39,17,1,0,F
403,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,63,0,0,1,F
404,Y,N,0,126000,Working,Secondary / secondary special,Separated,House / apartment,Core staff,1,47,4,1,0,F
405,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,42,7,1,1,F
406,Y,Y,0,247500,Working,Higher education,Married,House / apartment,Accountants,2,33,6,1,0,F
407,N,Y,1,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,33,7,1,1,F
408,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,Secretaries,2,48,8,1,1,F
409,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,57,0,0,1,F
410,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,39,18,1,1,F
411,Y,Y,1,108000,Working,Higher education,Separated,House / apartment,Not identified,2,41,17,1,1,F
